"game_title";"release_date";"price";"total_reviews";"genre";"developper";"publisher";"link-href";"description"
"Farthest Frontier";"9 aout 2022";"38.99";"19543";"Indépendant, Simulation, Stratégie, Accès anticipé";"Crate Entertainment";"Crate Entertainment";"https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_230_150_24";"Protégez votre peuple pour bâtir une ville et dompter la nature. Récoltez des matériaux, chassez, pêchez et cultivez vos champs pour survivre. Produisez des objets d’artisanat que vos colons pourront échanger et utiliser pour se battre dans une terrible lutte contre les éléments et les dangers."
"Labyrinthine";"18 aout 2023";"12.99";"13185";"Action, Aventure, Indépendant";"Valko Game Studios";"Valko Game Studios";"https://store.steampowered.com/app/1302240/Labyrinthine/?snr=1_7_7_230_150_24";"Découvrez les sombres secrets d'un labyrinthe envahi par la végétation avec des amis en ligne alors que vous essayez d'échapper aux horreurs qui s'y trouvent. Résolvez des énigmes, trouvez des objets et fuir les habitants assoiffés de sang du labyrinthe pour tenter d'en sortir vivants..."
"DiRT Rally 2.0";"25 févr. 2019";"22.79";"36589";"Course automobile, Simulation, Sport";"Codemasters";"Codemasters";"https://store.steampowered.com/app/690790/DiRT_Rally_20/?snr=1_7_7_230_150_23";"DiRT Rally 2.0 vous invite à arpenter les circuits de rallye les plus emblématiques du globe, dans les véhicules tout-terrain les plus puissants jamais conçus. Mais n'oubliez pas que la moindre erreur peut mettre fin à votre étape."
"Out of Ore";"31 oct. 2022";"32.5";"2902";"Aventure, Occasionnel, Simulation, Stratégie";"North Modding Company AB";"North Modding Company AB";"https://store.steampowered.com/app/2009350/Out_of_Ore/?snr=1_7_7_230_150_23";"A casual heavy equipment experience. Mine ore, Move dirt, Build and repair."
"Wreckfest 2";"20 mars 2025";"29.99";"3459";"Course automobile, Accès anticipé";"Bugbear";"THQ Nordic";"https://store.steampowered.com/app/1203190/Wreckfest_2/?snr=1_7_7_230_150_23";"Prêt à tout démolir ? Wreckfest revient et vous offre le meilleur de la course où se mêlent carambolages et destruction ! Broyez les véhicules de vos adversaires grâce à un moteur physique grandement amélioré, développé par les créateurs de Wreckfest et FlatOut !"
"Gray Zone Warfare";"30 avr. 2024";"49.95";"57017";"Action, Massivement multijoueur, Simulation, Accès anticipé";"MADFINGER Games";"MADFINGER Games, a.s.";"https://store.steampowered.com/app/2479810/Gray_Zone_Warfare/?snr=1_7_7_230_150_23";"Gray Zone Warfare est un MMO de tir tactique réaliste en monde ouvert. Déployez votre SMP, survivez à des combats JcE/JcEcJ, affrontez IA et joueurs, percez les secrets de l’île de Lamang et progressez à la dure."
"Gray Zone Warfare";"30 avr. 2024";"49.95";"57017";"Action, Massivement multijoueur, Simulation, Accès anticipé";"a.s.";"MADFINGER Games, a.s.";"https://store.steampowered.com/app/2479810/Gray_Zone_Warfare/?snr=1_7_7_230_150_23";"Gray Zone Warfare est un MMO de tir tactique réaliste en monde ouvert. Déployez votre SMP, survivez à des combats JcE/JcEcJ, affrontez IA et joueurs, percez les secrets de l’île de Lamang et progressez à la dure."
"Stick It to the Stickman";"18 aout 2025";"6.99";"4037";"Action, Indépendant, Accès anticipé";"Free Lives";"Devolver Digital";"https://store.steampowered.com/app/2085540/Stick_It_to_the_Stickman/?snr=1_7_7_230_150_23";"Stick it to the Stickman est un beat them all basé sur la physique où vous lattez des flopées de Stickmen rouges pour devenir le patron. Choisissez parmi des centaines de capacités uniques pour créer la machine de combat ultime et atteindre le sommet de la hiérarchie."
"Rune Factory: Guardians of Azuma";"4 juin 2025";"79.99";"2165";"Action, Aventure, RPG";"Marvelous Inc.";"XSEED Games";"https://store.steampowered.com/app/2864560/Rune_Factory_Guardians_of_Azuma/?snr=1_7_7_230_150_23";"Bienvenue à Azuma, la nation de l'est ! Exploitez vos pouvoirs de danseur tellurique pour restaurer les terres, ses habitants et même ses dieux. Affrontez des monstres corrompus, reconstruisez fermes et villages et tissez des liens avec un peuple haut en couleur lors de votre périple."
"Kenshi";"6 déc. 2018";"33.99";"87334";"Action, Indépendant, RPG, Simulation, Stratégie";"Lo-Fi Games";"Lo-Fi Games";"https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_230_150_23";"Un RPG en escouade dans un monde ouvert, avec un gameplay de type sandbox plutôt qu’une histoire linéaire. Vous pourrez y être un marchand, un voleur, un rebelle, un chef de guerre, un aventurier, un fermier, un esclave… ou juste de la nourriture pour cannibales."
"Brotato";"23 juin 2023";"6.49";"96912";"Action, Occasionnel, Indépendant, RPG";"Blobfish";"Blobfish";"https://store.steampowered.com/app/1942280/Brotato/?snr=1_7_7_230_150_23";"Brotato est un roguelite où vous incarnez une pomme de terre maniant jusqu'à 6 armes à la fois pour combattre des hordes d'extraterrestres. Choisissez parmi une variété de traits et d'objets pour créer des parties uniques et survivre jusqu'à l'arrivée des secours."
"Dyson Sphere Program";"21 janv. 2021";"22.79";"79257";"Indépendant, Simulation, Stratégie, Accès anticipé";"Youthcat Studio";"Gamirror Games";"https://store.steampowered.com/app/1366540/Dyson_Sphere_Program/?snr=1_7_7_230_150_23";"Build the most efficient intergalactic factory in space simulation strategy game Dyson Sphere Program! Harness the power of stars, collect resources, plan and design production lines and develop your interstellar factory from a small space workshop to a galaxy-wide industrial empire."
"Portal 2";"19 avr. 2011";"12.99";"369313";"Action, Aventure";"Valve";"Valve";"https://store.steampowered.com/app/620/Portal_2/?snr=1_7_7_230_150_23";"L'« initiative de tests perpétuels » a été étendue pour vous permettre de concevoir des casse-têtes coopératifs pour vous et vos contacts !"
"Look Outside";"21 mars 2025";"12.99";"5087";"Aventure, RPG";"Francis Coulombe";"Devolver Digital";"https://store.steampowered.com/app/3373660/Look_Outside/?snr=1_7_7_230_150_23";"Look Outside is a survival horror RPG set in a single apartment building. A mysterious event turns anyone who looks out the window into grotesque monsters, leaving the world in absolute chaos. Scavenge the building to seek food, supplies, and weapons while encountering strange characters."
"The Alters";"13 juin 2025";"44.99";"9622";"Aventure";"11 bit studios";"11 bit studios";"https://store.steampowered.com/app/1601570/The_Alters/?snr=1_7_7_230_150_23";"Explorez un jeu de sci-fi plein d'émotions, avec un mélange de survie, d'aventure et de construction de bases. Aidez Jan Dolski, seul survivant, à créer d'autres versions de lui pour fuir une planète hostile et affronter des problèmes personnels avec cet équipage hors norme."
"Transport Fever 2";"11 déc. 2019";"51.99";"23849";"Occasionnel, Indépendant, Simulation, Stratégie";"Urban Games";"Good Shepherd Entertainment";"https://store.steampowered.com/app/1066780/Transport_Fever_2/?snr=1_7_7_230_150_23";"La famille des classiques du jeu de simulation de transport s'agrandit avec Transport Fever 2. Découvrez un monde nouveau en parcourant des voies de transports terrestres, maritimes et aériennes. Que le progrès et la prospérité trouvent leur voie !"
"Potion Craft: Alchemist Simulator";"13 déc. 2022";"25.99";"34234";"Indépendant, Simulation";"niceplay games";"tinyBuild";"https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator/?snr=1_7_7_230_150_23";"Potion Craft est un simulateur d'alchimie dans lequel vous interagissez physiquement avec vos outils et ingrédients pour concocter des potions. Vous contrôlez votre échoppe : inventez de nouvelles recettes, attirez des clients et expérimentez à l'envi. N'oubliez pas : toute la cité compte sur vous."
"For The King II";"2 nov. 2023";"32.99";"11040";"Aventure, Indépendant, RPG, Stratégie";"IronOak Games";"Curve Games";"https://store.steampowered.com/app/1676840/For_The_King_II/?snr=1_7_7_230_150_22";"Combattez la reine tyrannique de Fahrul en solo ou groupe de 4 joueurs dans la suite de For The King, le fameux RPG roguelite au tour par tour. Parviendrez-vous à découvrir le terrible secret de cette reine autrefois aimée de tous ?"
"STAR WARS Jedi: Survivor™";"28 avr. 2023";"89.99";"67148";"Action, Aventure";"Respawn";"Electronic Arts";"https://store.steampowered.com/app/1774580/STAR_WARS_Jedi_Survivor/?snr=1_7_7_230_150_22";"L'histoire de Cal Kestis continue dans STAR WARS Jedi: Survivor™, un jeu d'action-aventure galactique à la troisième personne."
"Elin";"1 nov. 2024";"25.99";"6813";"Indépendant, RPG, Simulation, Stratégie, Accès anticipé";"Lafrontier";"Lafrontier";"https://store.steampowered.com/app/2135150/Elin/?snr=1_7_7_230_150_22";"Successor to the roguelike RPG ""Elona"". Adventure, survival, crafting, home-building, myths passed down, and stories of humans and Elea spun. What scars will you leave on the land of Ylva?"
"LOCKDOWN Protocol";"22 juil. 2024";"12.99";"13549";"Action, Occasionnel, Indépendant, Stratégie, Accès anticipé";"Mirage Creative Lab";"Mirage Creative Lab";"https://store.steampowered.com/app/2780980/LOCKDOWN_Protocol/?snr=1_7_7_230_150_22";"A first person social deduction game, combining real time action and communication, 3 to 8 players. While most players will do their best to complete objectives and ensure victory, a small portion of dissidents will try to stop them at all costs, without getting caught."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Paris";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Annecy";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Bucharest";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Montpellier";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Milan";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Reflections";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tom Clancy's Ghost Recon® Wildlands";"7 mars 2017";"59.99";"84972";"Action, Aventure";"Ubisoft Belgrade";"Ubisoft";"https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_230_150_22";"Formez une équipe de 4 Ghosts avec 3 amis et profitez de la meilleure expérience Tom Clancy’s Ghost Recon® Wildlands : le nouveau jeu de tir se déroulant dans un monde ouvert gigantesque et immersif."
"Tales of the Shire: Un jeu Seigneur des Anneaux™";"29 juil. 2025";"45.99";"2531";"Occasionnel, Indépendant, RPG, Simulation";"Wētā Workshop";"Private Division";"https://store.steampowered.com/app/2016460/Tales_of_the_Shire_Un_jeu_Seigneur_des_Anneaux/?snr=1_7_7_230_150_22";"Bienvenue chez vous, Hobbit ! Vivez la vie confortable d'un Hobbit dans la quiétude de la Comté. Explorez, décorez et partagez dans ce coin idyllique de la Terre du Milieu. Rencontrez des Hobbits accueillants et retrouvez des visages familiers dans Tales of the Shire: Un jeu Seigneur des Anneaux™."
"He is Coming";"17 juil. 2025";"17.99";"2332";"RPG, Stratégie, Accès anticipé";"Chronocle";"Hooded Horse";"https://store.steampowered.com/app/2824490/He_is_Coming/?snr=1_7_7_230_150_22";"Dans les recoins oubliés de ce monde, une sombre puissance s'éveille. Le Roi démon s'élève à nouveau. Aiguisez vos sens, cherchez de puissants artéfacts et dressez-vous contre l'apocalypse dans ce jeu de rôle mêlant roguelite et auto battler."
"Northgard";"7 mars 2018";"33.99";"52432";"Aventure, Indépendant, Simulation, Stratégie";"Shiro Games";"Shiro Games";"https://store.steampowered.com/app/466560/Northgard/?snr=1_7_7_230_150_22";"Northgard est un jeu de stratégie encensé par la critique, inspiré de la mythologie nordique. Dirigez votre clan, découvrez les secrets d'un nouveau continent et triomphez de vos ennemis pour conquérir le trône !"
"Cast n Chill";"16 juin 2025";"19.49";"3266";"Occasionnel, Indépendant, RPG, Simulation, Sport";"Wombat Brawler";"Wombat Brawler";"https://store.steampowered.com/app/3483740/Cast_n_Chill/?snr=1_7_7_230_150_22";"Cast n Chill est un jeu incrémental (et actif) de pêche dans lequel vous explorez des lacs, des fleuves et des océans paisibles. Attrapez des poissons rares, améliorez votre matériel pour pêcher des légendes - le tout, avec votre fidèle compagnon."
"Dinkum";"22 avr. 2025";"25.99";"21927";"Aventure, Occasionnel, Indépendant, RPG, Simulation";"James Bendon";"KRAFTON, Inc.";"https://store.steampowered.com/app/1062520/Dinkum/?snr=1_7_7_230_150_22";"Dinkum est un jeu de simulation de survie qui prend place sur une île inspirée de l'arrière-pays australien sauvage. Recueille des ressources en cultivant, en chassant, en minant, en pêchant et en cueillant, développe ta ville et découvre ce qui rend Dinkum si spécial, en solo ou avec des amis."
"Holdfast: Nations At War";"5 mars 2020";"25.99";"23714";"Action, Indépendant, Massivement multijoueur, RPG, Simulation, Stratégie";"Anvil Game Studios";"Anvil Game Studios";"https://store.steampowered.com/app/589290/Holdfast_Nations_At_War/?snr=1_7_7_230_150_22";"Combattez sur plusieurs fronts dans Holdfast: Nations At War, un jeu de tir à la première et à la troisième personne se déroulant pendant la grande époque napoléonienne et la Première Guerre mondiale. Lancez-vous dans la bataille avec plus de 150 joueurs par serveur !"
"Void War";"2 juin 2025";"25.99";"2152";"Aventure, Indépendant, RPG, Simulation, Stratégie";"Tundra";"Tundra";"https://store.steampowered.com/app/2853590/Void_War/?snr=1_7_7_230_150_22";"Command an ancient starship and fight your way to the heart of a dying Empire. Fend off attacks from demented cultists, craven space pirates, and xenophobic Imperial soldiers. Discover powerful artifacts and use them to build your ship into a fearsome war engine."
"The Spell Brigade";"16 sept. 2024";"12.99";"9416";"Action, Occasionnel, Indépendant, Free-to-play, Accès anticipé";"Bolt Blaster Games";"Bolt Blaster Games";"https://store.steampowered.com/app/2904000/The_Spell_Brigade/?snr=1_7_7_230_150_21";"Survie en COOP EN LIGNE (1-4 joueurs). Affrontez des hordes avec vos amis sorciers. Objectifs d'équipe, améliorations et synergies de sorts surpuissantes. Enfer de balles avec tir allié : personne n'est à l'abri ! Un jeu de type survivors avec action frénétique."
"Sun Haven";"10 mars 2023";"32.5";"20305";"Aventure, Occasionnel, Indépendant, RPG, Simulation";"Pixel Sprout Studios";"Pixel Sprout Studios";"https://store.steampowered.com/app/1432860/Sun_Haven/?snr=1_7_7_230_150_21";"Construisez votre ferme et vos relations avec les habitants, ou avancez dans une quête de magie, de monstres et de dragons. Montez de niveau à travers un arbre de compétences en multijoueur à 8 personnes, ou partez à l'aventure en solo !"
"Little Nightmares";"27 avr. 2017";"26.99";"49648";"Aventure";"Tarsier Studios";"BANDAI NAMCO Entertainment";"https://store.steampowered.com/app/424840/Little_Nightmares/?snr=1_7_7_230_150_21";"Plongez dans le conte sombre et singulier de Little Nightmares et affrontez les terreurs de votre enfance ! Aidez Six à s'échapper de l'Antre, un vaste et mystérieux vaisseau peuplé d'âmes corrompues en quête de leur prochain repas..."
"Foundation";"31 janv. 2025";"44.99";"20164";"Indépendant, Simulation, Stratégie";"Polymorph Games";"Polymorph Games";"https://store.steampowered.com/app/690830/Foundation/?snr=1_7_7_230_150_21";"Foundation est un city-builder relaxant basé sur un système sans grille qui se focalise sur le développement authentique, la construction de monuments et la gestion des ressources."
"Kerbal Space Program";"27 avr. 2015";"43.99";"105872";"Indépendant, Simulation";"Squad";"Private Division";"https://store.steampowered.com/app/220200/Kerbal_Space_Program/?snr=1_7_7_230_150_21";"Dans Kerbal Space Program, vous êtes en charge du programme spatial de la race extra-terrestre des Kerbals. Vous avez accès à toute une batterie de pièces pour assembler un vaisseau spatial fonctionnel qui vole (ou pas) sur une base d'aérodynamique et de physique orbitale réelles."
"Broken Arrow";"19 juin 2025";"64.99";"16959";"Stratégie";"Steel Balalaika";"Slitherine Ltd.";"https://store.steampowered.com/app/1604270/Broken_Arrow/?snr=1_7_7_230_150_21";"Broken Arrow est un jeu de combat tactique moderne en temps réel et à grande échelle. Il combine la complexité du contrôle de forces interarmées d'un wargame à l'action rapide et immédiate des jeux de stratégie en temps réel."
"Foxhole";"28 sept. 2022";"33.99";"41186";"Action, Indépendant, Massivement multijoueur, RPG, Stratégie";"Siege Camp";"Siege Camp";"https://store.steampowered.com/app/505460/Foxhole/?snr=1_7_7_230_150_21";"Foxhole est un jeu massivement multijoueur où vous coopérez avec des centaines de joueurs pour façonner le résultat d'une guerre en ligne persistante. C'est le jeu de stratégie et de tactiques collaboratives ultime. Chaque action que vous entreprenez peut avoir un effet puissant à travers un monde en état de guerre."
"Into the Dead: Our Darkest Days";"9 avr. 2025";"32.99";"5389";"Action, Simulation, Stratégie, Accès anticipé";"PikPok";"Boltray Games";"https://store.steampowered.com/app/2239710/Into_the_Dead_Our_Darkest_Days/?snr=1_7_7_230_150_21";"Texas, 1980. Walton City est tombée face à une épidémie zombie. Récupérez, fabriquez et combattez sans cesse pour survivre et mener un groupe de survivants désespérés de refuge en refuge. Planifiez soigneusement, restez soudés et, surtout, ne vous arrêtez jamais si vous voulez en sortir vivants."
"Gunfire Reborn";"17 nov. 2021";"22.79";"85860";"Action, Aventure, Indépendant, RPG";"Duoyi Games";"Duoyi Games";"https://store.steampowered.com/app/1217060/Gunfire_Reborn/?snr=1_7_7_230_150_21";"Gunfire Reborn est un jeu d'aventure divisé en niveaux et mêlant jeu de tir à la première personne, Roguelite et JDR. Les joueurs prennent le contrôle de héros possédant diverses compétences à combiner pour varier leur expérience."
"Total War: ROME II - Emperor Edition";"2 sept. 2013";"71.99";"51582";"Stratégie";"CREATIVE ASSEMBLY";"SEGA";"https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/?snr=1_7_7_230_150_21";"À propos de Total War : ROME II - Emperor EditionEmperor Edition est la version ultime de ROME II, elle inclut un système politique amélioré, des chaînes de construction remaniées, des combats rééquilibrés et des visuels améliorés à la fois en campagne et en bataille."
"Total War: ROME II - Emperor Edition";"2 sept. 2013";"71.99";"51582";"Stratégie";"Feral Interactive";"SEGA";"https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/?snr=1_7_7_230_150_21";"À propos de Total War : ROME II - Emperor EditionEmperor Edition est la version ultime de ROME II, elle inclut un système politique amélioré, des chaînes de construction remaniées, des combats rééquilibrés et des visuels améliorés à la fois en campagne et en bataille."
"OCTOPATH TRAVELER II";"24 févr. 2023";"79.99";"11700";"RPG";"Square Enix";"Square Enix";"https://store.steampowered.com/app/1971650/OCTOPATH_TRAVELER_II/?snr=1_7_7_230_150_20";"Ce jeu est un tout nouveau RPG, le deuxième volet de la série OCTOPATH TRAVELER, dont le premier opus, sorti en 2018, s’est vendu à plus de trois millions d’exemplaires à travers le monde."
"OCTOPATH TRAVELER II";"24 févr. 2023";"79.99";"11700";"RPG";"ACQUIRE Corp.";"Square Enix";"https://store.steampowered.com/app/1971650/OCTOPATH_TRAVELER_II/?snr=1_7_7_230_150_20";"Ce jeu est un tout nouveau RPG, le deuxième volet de la série OCTOPATH TRAVELER, dont le premier opus, sorti en 2018, s’est vendu à plus de trois millions d’exemplaires à travers le monde."
"Slay the Princess — The Pristine Cut";"23 oct. 2023";"23.49";"24857";"Aventure, Indépendant, RPG, Simulation";"Black Tabby Games";"Black Tabby Games";"https://store.steampowered.com/app/1989270/Slay_the_Princess__The_Pristine_Cut/?snr=1_7_7_230_150_20";"Vous êtes là pour tuer la Princesse. Ne croyez pas ses mensonges."
"The Isle";"1 déc. 2015";"25.99";"91915";"Action, Aventure, Indépendant, Massivement multijoueur, Simulation, Accès anticipé";"Afterthought LLC";"Afterthought LLC";"https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_230_150_20";"Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive."
"The Headliners";"30 janv. 2025";"10.49";"5950";"Action, Indépendant";"KAFI";"KAFI";"https://store.steampowered.com/app/3059070/The_Headliners/?snr=1_7_7_230_150_20";"Un jeu d'horreur coopératif où vous incarnez une équipe de 1 à 8 journalistes, prêts à explorer New York envahie par des créatures mortelles pour capturer des images spectaculaires. Votre seul objectif : faire la une... et rester en vie pour la lire."
"Mycopunk";"10 juil. 2025";"19.99";"2547";"Action, Indépendant, Accès anticipé";"Pigeons at Play";"Devolver Digital";"https://store.steampowered.com/app/3247750/Mycopunk/?snr=1_7_7_230_150_20";"Rejoignez la New Atlas Hazard Crew, une escouade de robots cinglés dotés de gadgets uniques, et débarrassez la galaxie d'un péril fongique mortel au fil des missions de ce jeu de tir coopératif ultra personnalisable."
"Haste";"1 avr. 2025";"25.99";"8065";"Action, Aventure, Indépendant, Course automobile";"Landfall";"Landfall";"https://store.steampowered.com/app/1796470/Haste/?snr=1_7_7_230_150_20";"Courez à toute vitesse, élancez-vous dans les airs et maîtrisez vos atterrissages pour avoir une longueur d'avance sur la fin des temps !"
"Inscryption";"19 oct. 2021";"22.79";"124672";"Aventure, Indépendant, Stratégie";"Daniel Mullins Games";"Devolver Digital";"https://store.steampowered.com/app/1092790/Inscryption/?snr=1_7_7_230_150_20";"Inscryption est une odyssée personnelle qui prend la forme d'un jeu de cartes d'un noir d'encre qui mélange le rogue-like, la création de deck, les énigmes des escape-room et l'horreur psychologique. Mais ce n'est pas tout, car les cartes renferment des secrets encore plus noirs..."
"ASTRONEER";"16 déc. 2016";"39.99";"112524";"Aventure, Indépendant";"System Era Softworks";"System Era Softworks";"https://store.steampowered.com/app/361420/ASTRONEER/?snr=1_7_7_230_150_20";"Interagissez avec de nouveaux mondes étranges d'une manière unique et tactile, en modelant l'environnement comme si vous sculptiez de la glaise. Travaillez seul ou à plusieurs pour construire votre base, maîtriser la gestion des ressources et bien plus encore dans ce bac à sable spatial!"
"GTFO";"9 déc. 2021";"44.99";"43644";"Action";"10 Chambers";"10 Chambers";"https://store.steampowered.com/app/493520/GTFO/?snr=1_7_7_230_150_20";"GTFO est un jeu de tir coopératif qui vous plongera dans une atmosphère d'horreur, mêlant suspense haletant et action explosive à un rythme effréné. Discrétion, stratégie et collaboration vous seront essentielles pour survivre dans cette prison. Ensemble, vous combattrez… ou mourrez."
"Squad";"23 sept. 2020";"64.99";"164363";"Action, Indépendant, Massivement multijoueur, Stratégie";"Offworld";"Offworld";"https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_230_150_20";"Squad est un FPS tactique qui offre des expériences de combat authentiques grâce au travail d'équipe, à la communication et à des combats réalistes. Il comble le fossé entre le shooter arcade et le réalisme militaire avec des batailles à 100 joueurs."
"House Flipper";"17 mai 2018";"32.5";"87733";"Indépendant, Simulation";"Empyrean";"Frozen District";"https://store.steampowered.com/app/613100/House_Flipper/?snr=1_7_7_230_150_20";"House Flipper, c'est l'occasion unique de devenir une équipe de rénovation à vous tout seul. Achetez, réparez et rénovez des maisons en ruines pour leur donner une seconde vie et les vendre à profit !"
"Resident Evil Village";"7 mai 2021";"59.99";"88470";"Action";"CAPCOM Co.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/1196590/Resident_Evil_Village/?snr=1_7_7_230_150_20";"Survie et épouvante atteignent des sommets dans le 8e titre de la franchise Resident Evil : Resident Evil Village. Graphismes ultra-détaillés, action intense en vue subjective et récit palpitant : la peur n'a jamais été aussi palpable."
"Resident Evil Village";"7 mai 2021";"59.99";"88470";"Action";"Ltd.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/1196590/Resident_Evil_Village/?snr=1_7_7_230_150_20";"Survie et épouvante atteignent des sommets dans le 8e titre de la franchise Resident Evil : Resident Evil Village. Graphismes ultra-détaillés, action intense en vue subjective et récit palpitant : la peur n'a jamais été aussi palpable."
"The Sims™ 3";"2 juin 2009";"26.99";"30133";"Simulation";"The Sims Studio";"Electronic Arts";"https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_230_150_20";"Nouveau contenu pour The Sims 3 maintenant disponible !"
"The Sims™ 3";"2 juin 2009";"26.99";"30133";"Simulation";"Maxis";"Electronic Arts";"https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_230_150_20";"Nouveau contenu pour The Sims 3 maintenant disponible !"
"Disco Elysium - The Final Cut";"15 oct. 2019";"45.49";"106465";"RPG";"ZA/UM";"ZA/UM";"https://store.steampowered.com/app/632470/Disco_Elysium__The_Final_Cut/?snr=1_7_7_230_150_19";"Disco Elysium - The Final Cut est la version ultime du jeu de rôle révolutionnaire. Incarnez un enquêteur, au système de talents unique, et arpentez tout un pan urbain. Interrogez des personnages inoubliables, résolvez des crimes ou acceptez des pots-de-vin. Devenez un héros ou une véritable épave."
"Crime Scene Cleaner";"14 aout 2024";"32.5";"24481";"Action, Simulation";"President Studio";"President Studio";"https://store.steampowered.com/app/1040200/Crime_Scene_Cleaner/?snr=1_7_7_230_150_19";"Une fois mêlé à la mafia, vous en ferez toujours partie. Au moins, ça paye bien et tout ce que vous avez à faire, c'est de nettoyer leurs sales coups, mais vous savez ce que vous faites. Nettoyez les scènes de crime, soyez plus malin que la police et préparez-vous pour la prochaine mission."
"NieR:Automata™";"17 mars 2017";"53.5";"107833";"Action, RPG";"Square Enix";"Square Enix";"https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_19";"NieR: Automata raconte l’histoire des androïdes 2B, 9S et A2 et leur combat féroce contre une dystopie régie par de puissantes machines."
"NieR:Automata™";"17 mars 2017";"53.5";"107833";"Action, RPG";"PlatinumGames Inc.";"Square Enix";"https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_19";"NieR: Automata raconte l’histoire des androïdes 2B, 9S et A2 et leur combat féroce contre une dystopie régie par de puissantes machines."
"Darkest Dungeon® II";"8 mai 2023";"51.99";"21116";"Indépendant, RPG, Stratégie";"Red Hook Studios";"Red Hook Studios";"https://store.steampowered.com/app/1940340/Darkest_Dungeon_II/?snr=1_7_7_230_150_19";"Darkest Dungeon II est un voyage maudit. Assemblez un groupe, équipez votre diligence et traversez un monde en ruines dans une course désespérée pour empêcher l’apocalypse. Mais méfiez-vous, car vos plus grands obstacles pourraient bien venir de l’intérieur…"
